PMID,Title,Authors,Citation,First Author,Journal/Book,Publication Year,Create Date,PMCID,NIHMS ID,DOI,Rater,Include,Sample 1,Sample 2,Sample 3,Sample 4,Sample 5,Mentions power,Power analysis,Power discussion,REMARKS,250
35274757,Unilaterally disrupted structural and functional connectivity of the fronto-limbic system in idiopathic hypogonadotropic hypogonadism,"Cao J, Yin Z, Chen B, Chang M, Li C, Fan G, Cui L.",Clin Endocrinol (Oxf). 2022 Nov;97(5):604-611. doi: 10.1111/cen.14722. Epub 2022 Mar 16.,Cao J,Clin Endocrinol (Oxf),2022,2022/03/11,,,10.1111/cen.14722,,,,,,,,,,,,
35916363,Disruption in structural-functional network repertoire and time-resolved subcortical fronto-temporoparietal connectivity in disorders of consciousness,"Panda R, Thibaut A, Lopez-Gonzalez A, Escrichs A, Bahri MA, Hillebrand A, Deco G, Laureys S, Gosseries O, Annen J, Tewarie P.",Elife. 2022 Aug 2;11:e77462. doi: 10.7554/eLife.77462.,Panda R,Elife,2022,2022/08/02,PMC9385205,,10.7554/eLife.77462,,,,,,,,,,,,
35398508,Greater Empathic Abilities and Resting State Brain Connectivity Differences in Psychotherapists Compared to Non-psychotherapists,"Olalde-Mathieu VE, Sassi F, Reyes-Aguilar A, Mercadillo RE, Alcauter S, Barrios FA.",Neuroscience. 2022 Jun 1;492:82-91. doi: 10.1016/j.neuroscience.2022.04.001. Epub 2022 Apr 7.,Olalde-Mathieu VE,Neuroscience,2022,2022/04/10,,,10.1016/j.neuroscience.2022.04.001,,,,,,,,,,,,
36018531,Differences in small-world networks between methamphetamine and heroin use disorder patients and their relationship with psychiatric symptoms,"Liu Y, Li Q, Zhang T, Wang L, Wang Y, Chen J, Zhu J, Shi H, Wang W, Li W.",Brain Imaging Behav. 2022 Aug 26. doi: 10.1007/s11682-022-00667-0. Online ahead of print.,Liu Y,Brain Imaging Behav,2022,2022/08/26,,,10.1007/s11682-022-00667-0,,,,,,,,,,,,
35386115,Deep Brain Stimulation Modulates Multiple Abnormal Resting-State Network Connectivity in Patients With Parkinson's Disease,"Bai Y, Diao Y, Gan L, Zhuo Z, Yin Z, Hu T, Cheng D, Xie H, Wu D, Fan H, Zhang Q, Duan Y, Meng F, Liu Y, Jiang Y, Zhang J.",Front Aging Neurosci. 2022 Mar 21;14:794987. doi: 10.3389/fnagi.2022.794987. eCollection 2022.,Bai Y,Front Aging Neurosci,2022,2022/04/07,PMC8978802,,10.3389/fnagi.2022.794987,,,,,,,,,,,,
35979335,Increased functional connectivity of white-matter in myotonic dystrophy type 1,"Li J, Li J, Huang P, Huang LN, Ding QG, Zhan L, Li M, Zhang J, Zhang H, Cheng L, Li H, Liu DQ, Zhou HY, Jia XZ.",Front Neurosci. 2022 Aug 1;16:953742. doi: 10.3389/fnins.2022.953742. eCollection 2022.,Li J,Front Neurosci,2022,2022/08/18,PMC9377538,,10.3389/fnins.2022.953742,,,,,,,,,,,,
35399921,The Resting-State Brain Network Functional Connectivity Changes in Patients With Acute Thyrotoxic Myopathy Based on Independent Component Analysis,"Li Y, Ling M, Huang S, Liang X, Qin Y, Luo Z, Zhou J.",Front Endocrinol (Lausanne). 2022 Mar 24;13:829411. doi: 10.3389/fendo.2022.829411. eCollection 2022.,Li Y,Front Endocrinol (Lausanne),2022,2022/04/11,PMC8986988,,10.3389/fendo.2022.829411,,,,,,,,,,,,
35236833,Insula network connectivity mediates the association between childhood maltreatment and depressive symptoms in major depressive disorder patients,"He C, Fan D, Liu X, Wang Q, Zhang H, Zhang H, Zhang Z, Xie C.",Transl Psychiatry. 2022 Mar 2;12(1):89. doi: 10.1038/s41398-022-01829-w.,He C,Transl Psychiatry,2022,2022/03/03,PMC8891292,,10.1038/s41398-022-01829-w,,,,,,,,,,,,
36067612,Changes in brain connectivity linked to multisensory processing of pain modulation in migraine with acupuncture treatment,"Liu L, Lyu TL, Fu MY, Wang LP, Chen Y, Hong JH, Chen QY, Zhu YP, Tan ZJ, Liu DP, Chen ZW, Kong YZ, Li B.",Neuroimage Clin. 2022 Aug 24;36:103168. doi: 10.1016/j.nicl.2022.103168. Online ahead of print.,Liu L,Neuroimage Clin,2022,2022/09/06,PMC9468576,,10.1016/j.nicl.2022.103168,,,,,,,,,,,,
35151040,Narrow doorways alter brain connectivity and step patterns in isolated REM sleep behaviour disorder,"Ehgoetz Martens KA, Matar E, Phillips JR, Shine JM, Grunstein RR, Halliday GM, Lewis SJG.",Neuroimage Clin. 2022;33:102958. doi: 10.1016/j.nicl.2022.102958. Epub 2022 Feb 7.,Ehgoetz Martens KA,Neuroimage Clin,2022,2022/02/12,PMC8844611,,10.1016/j.nicl.2022.102958,,,,,,,,,,,,
35987994,Mapping effective connectivity of human amygdala subdivisions with intracranial stimulation,"Sawada M, Adolphs R, Dlouhy BJ, Jenison RL, Rhone AE, Kovach CK, Greenlee JDW, Howard Iii MA, Oya H.",Nat Commun. 2022 Aug 20;13(1):4909. doi: 10.1038/s41467-022-32644-y.,Sawada M,Nat Commun,2022,2022/08/21,PMC9392722,,10.1038/s41467-022-32644-y,,,,,,,,,,,,
35405574,Functional brain networks underlying probabilistic reasoning and delusions in schizophrenia,"Fouladirad S, Chen LV, Roes M, Chinchani A, Percival C, Khangura J, Zahid H, Moscovitz A, Arreaza L, Wun C, Sanford N, Balzan R, Moritz S, Menon M, Woodward TS.",Psychiatry Res Neuroimaging. 2022 Jul;323:111472. doi: 10.1016/j.pscychresns.2022.111472. Epub 2022 Mar 31.,Fouladirad S,Psychiatry Res Neuroimaging,2022,2022/04/11,,,10.1016/j.pscychresns.2022.111472,,,,,,,,,,,,
35594966,Mapping intrinsic functional network topological architecture in major depression disorder after electroconvulsive therapy,"Li Y, Li Y, Wei Q, Bai T, Wang K, Wang J, Tian Y.",J Affect Disord. 2022 Aug 15;311:103-109. doi: 10.1016/j.jad.2022.05.067. Epub 2022 May 18.,Li Y,J Affect Disord,2022,2022/05/20,,,10.1016/j.jad.2022.05.067,,,,,,,,,,,,
36115833,Prediction of remission among patients with a major depressive disorder based on the resting-state functional connectivity of emotion regulation networks,"Wu H, Liu R, Zhou J, Feng L, Wang Y, Chen X, Zhang Z, Cui J, Zhou Y, Wang G.",Transl Psychiatry. 2022 Sep 17;12(1):391. doi: 10.1038/s41398-022-02152-0.,Wu H,Transl Psychiatry,2022,2022/09/17,PMC9482642,,10.1038/s41398-022-02152-0,,,,,,,,,,,,
36140663,Dynamic Brain Connectivity in Resting-State FMRI Using Spectral ICA and Graph Approach: Application to Healthy Controls and Multiple Sclerosis,"Riazi AH, Rabbani H, Kafieh R.",Diagnostics (Basel). 2022 Sep 19;12(9):2263. doi: 10.3390/diagnostics12092263.,Riazi AH,Diagnostics (Basel),2022,2022/09/23,PMC9497797,,10.3390/diagnostics12092263,,,,,,,,,,,,
35040961,Functional connectivity of the supplementary and presupplementary motor areas in postoperative transition between stages of frailty,"Lammers-Lietz F, Zacharias N, Mörgeli R, Spies CD, Winterer G.",J Gerontol A Biol Sci Med Sci. 2022 Jan 18:glac012. doi: 10.1093/gerona/glac012. Online ahead of print.,Lammers-Lietz F,J Gerontol A Biol Sci Med Sci,2022,2022/01/18,,,10.1093/gerona/glac012,,,,,,,,,,,,
35791724,Toward rational use of cognitive training in those with mild cognitive impairment,"Hampstead BM, Stringer AY, Iordan AD, Ploutz-Snyder R, Sathian K.",Alzheimers Dement. 2022 Jul 6. doi: 10.1002/alz.12718. Online ahead of print.,Hampstead BM,Alzheimers Dement,2022,2022/07/06,,,10.1002/alz.12718,,,,,,,,,,,,
36203806,Altered mean apparent propagator-based microstructure and the corresponding functional connectivity of the parahippocampus and thalamus in Crohn's disease,"Qiu Y, Li Q, Wu D, Zhang Y, Cheng J, Cao Z, Zhou Y.",Front Neurosci. 2022 Sep 20;16:985190. doi: 10.3389/fnins.2022.985190. eCollection 2022.,Qiu Y,Front Neurosci,2022,2022/10/07,PMC9530355,,10.3389/fnins.2022.985190,IL,1,22,22,,,,0,0,,seed-based,
35031334,Pallidal volume reduction and prefrontal-striatal-thalamic functional connectivity disruption in pediatric bipolar disorders,"Zhang X, Gao W, Cao W, Kuang L, Niu J, Guo Y, Cui D, Jiao Q, Qiu J, Su L, Lu G.",J Affect Disord. 2022 Mar 15;301:281-288. doi: 10.1016/j.jad.2022.01.049. Epub 2022 Jan 11.,Zhang X,J Affect Disord,2022,2022/01/15,,,10.1016/j.jad.2022.01.049,IL,1,36,22,19,,,1,0,motivation,seed-based,
35350633,Increased Basal Ganglia Modulatory Effective Connectivity Observed in Resting-State fMRI in Individuals With Parkinson's Disease,"Wapstra NJ, Ketola M, Thompson S, Lee A, Madhyastha T, Grabowski TJ, Stocco A.",Front Aging Neurosci. 2022 Mar 8;14:719089. doi: 10.3389/fnagi.2022.719089. eCollection 2022.,Wapstra NJ,Front Aging Neurosci,2022,2022/03/30,PMC8957976,,10.3389/fnagi.2022.719089,IL,1,70,41,,,,0,0,,seed-based,
35578209,Abnormal brain functional and structural connectivity between the left supplementary motor area and inferior frontal gyrus in moyamoya disease,"Hu J, Li Y, Li Z, Chen J, Cao Y, Xu D, Zheng L, Bai R, Wang L.",BMC Neurol. 2022 May 16;22(1):179. doi: 10.1186/s12883-022-02705-2.,Hu J,BMC Neurol,2022,2022/05/16,PMC9108139,,10.1186/s12883-022-02705-2,IL,1,22,10,,,,0,0,,seed-based,
35772683,"Inflammation, amygdala-ventromedial prefrontal functional connectivity and symptoms of anxiety and PTSD in African American women recruited from an inner-city hospital: Preliminary results","Mehta ND, Stevens JS, Li Z, Fani N, Gillespie CF, Ravi M, Michopoulos V, Felger JC.",Brain Behav Immun. 2022 Oct;105:122-130. doi: 10.1016/j.bbi.2022.06.013. Epub 2022 Jun 27.,Mehta ND,Brain Behav Immun,2022,2022/06/30,,,10.1016/j.bbi.2022.06.013,IL,0,,,,,,,,,within-patient,
35370914,Effects of Optimized Acupuncture and Moxibustion Treatment on Depressive Symptoms and Executive Functions in Patients With Post-Stroke Depression: Study Protocol for a Randomized Controlled Trial,"Luo M, Duan Z, Song X, Liu C, Li R, Su K, Bai Y, Wang X, Fu W, Gao J, Feng X.",Front Neurol. 2022 Mar 18;13:833696. doi: 10.3389/fneur.2022.833696. eCollection 2022.,Luo M,Front Neurol,2022,2022/04/04,PMC8975266,,10.3389/fneur.2022.833696,IL,1,67,67,,,,0,0,,seed-based,
35441132,Diminished preparatory physiological responses in frontotemporal lobar degeneration syndromes,"Chen KH, Hua AY, Toller G, Lwi SJ, Otero MC, Haase CM, Rankin KP, Rosen HJ, Miller BL, Levenson RW.",Brain Commun. 2022 Apr 4;4(2):fcac075. doi: 10.1093/braincomms/fcac075. eCollection 2022.,Chen KH,Brain Commun,2022,2022/04/20,PMC9014451,,10.1093/braincomms/fcac075,IL,1,67,56,35,32,35,1,0,motivation,,
35928017,Aberrant Dynamic Functional Connectivity of Posterior Cingulate Cortex Subregions in Major Depressive Disorder With Suicidal Ideation,"Li W, Wang C, Lan X, Fu L, Zhang F, Ye Y, Liu H, Wu K, Lao G, Chen J, Li G, Zhou Y, Ning Y.",Front Neurosci. 2022 Jul 19;16:937145. doi: 10.3389/fnins.2022.937145. eCollection 2022.,Li W,Front Neurosci,2022,2022/08/05,PMC9344055,,10.3389/fnins.2022.937145,IL,1,56,48,31,,,0,0,,"seed-based, dynamic Fc",
35999855,Assessment of Cognitive Reserve using Near Infrared Spectroscopy,Medvedev AV.,J Anal Tech Res. 2022;4(2):89-101. Epub 2022 May 19.,Medvedev AV,J Anal Tech Res,2022,2022/08/24,PMC9394433,NIHMS1809271,,IL,0,,,,,,,,,fNIRS,
35134706,Anterior precuneus related to the recovery of consciousness,"Wu H, Qi Z, Wu X, Zhang J, Wu C, Huang Z, Zang D, Fogel S, Tanabe S, Hudetz AG, Northoff G, Mao Y, Qin P.",Neuroimage Clin. 2022;33:102951. doi: 10.1016/j.nicl.2022.102951. Epub 2022 Jan 30.,Wu H,Neuroimage Clin,2022,2022/02/08,PMC8856921,,10.1016/j.nicl.2022.102951,IL,1,14,13,,,,0,0,,,
35219743,Increased prefrontal cortex connectivity associated with depression vulnerability and relapse,"Zhang ZQ, Yang MH, Guo ZP, Liao D, Sörös P, Li M, Walter M, Wang L, Liu CH.",J Affect Disord. 2022 May 1;304:133-141. doi: 10.1016/j.jad.2022.02.059. Epub 2022 Feb 24.,Zhang ZQ,J Affect Disord,2022,2022/02/27,,,10.1016/j.jad.2022.02.059,IL,1,43,29,,,,0,0,,,
35926836,"Neuroimaging in Breast Implant Illness, an fMRI Pilot Study","Miseré RML, Rutten S, van den Hurk J, Colaris MJL, van der Hulst RRWJ.",Aesthet Surg J. 2022 Aug 4:sjac216. doi: 10.1093/asj/sjac216. Online ahead of print.,Miseré RML,Aesthet Surg J,2022,2022/08/04,,,10.1093/asj/sjac216,IL,1,12,12,,,,1,0,"limitation, interpretation",,
35370261,Functional Connectivity Pattern Using Resting-state fMRI as an Assessment Tool for Spatial Neglect during the Recovery Stage of Stroke: A Pilot Study,"Ebisu T, Fukunaga M, Murase T, Matsuura T, Tomura N, Miyazaki Y, Osaki S, Okada T, Higuchi T, Umeda M.",Magn Reson Med Sci. 2022 Apr 2. doi: 10.2463/mrms.mp.2022-0010. Online ahead of print.,Ebisu T,Magn Reson Med Sci,2022,2022/04/04,,,10.2463/mrms.mp.2022-0010,IL,1,31,13,,,,0,0,,seed-based,
35199225,Decoupling of regional neural activity and inter-regional functional connectivity in Alzheimer's disease: a simultaneous PET/MR study,"Maleki Balajoo S, Rahmani F, Khosrowabadi R, Meng C, Eickhoff SB, Grimmer T, Zarei M, Drzezga A, Sorg C, Tahmasian M.",Eur J Nucl Med Mol Imaging. 2022 Jul;49(9):3173-3185. doi: 10.1007/s00259-022-05692-1. Epub 2022 Feb 24.,Maleki Balajoo S,Eur J Nucl Med Mol Imaging,2022,2022/02/24,PMC9250470,,10.1007/s00259-022-05692-1,IL,1,33,26,19,,,0,0,,,
35994384,Static and Dynamic Functional Connectivity Alterations in Alzheimer's Disease and Neuropsychiatric Diseases,"Matsui T, Yamashita KI.",Brain Connect. 2022 Sep 15. doi: 10.1089/brain.2022.0044. Online ahead of print.,Matsui T,Brain Connect,2022,2022/08/22,,,10.1089/brain.2022.0044,IL,0,,,,,,,,,review,
35132408,Assessing functional connectivity differences and work-related fatigue in surviving COVID-negative patients,"Hafiz R, Gandhi TK, Mishra S, Prasad A, Mahajan V, Natelson BH, Di X, Biswal BB.",bioRxiv. 2022 Feb 1:2022.02.01.478677. doi: 10.1101/2022.02.01.478677. Preprint.,Hafiz R,bioRxiv,2022,2022/02/08,PMC8820653,,10.1101/2022.02.01.478677,IL,1,38,31,,,,0,0,,seed-based,
35959394,A preliminary trial of botulinum toxin type A in patients with vestibular migraine: A longitudinal fMRI study,"Oh SY, Kang JJ, Kim S, Lee JM, Kim JS, Dieterich M.",Front Neurol. 2022 Jul 25;13:955158. doi: 10.3389/fneur.2022.955158. eCollection 2022.,Oh SY,Front Neurol,2022,2022/08/12,PMC9358216,,10.3389/fneur.2022.955158,IL,0,,,,,,,,,within-patient,
35778347,Resting-state functional nuclear magnetic resonance imaging in patients with bipolar disorder: Beyond euthymia,"Soto-Vega JG, Valencia JG, Vargas C, López-Jaramillo C.",Rev Colomb Psiquiatr (Engl Ed). 2022 Apr-Jun;51(2):153-157. doi: 10.1016/j.rcpeng.2022.06.005. Epub 2022 Jun 28.,Soto-Vega JG,Rev Colomb Psiquiatr (Engl Ed),2022,2022/07/01,,,10.1016/j.rcpeng.2022.06.005,IL,0,,,,,,,,,review,
35845466,Immediate Modulation of Transcutaneous Auricular Vagus Nerve Stimulation in Patients With Treatment-Resistant Depression: A Resting-State Functional Magnetic Resonance Imaging Study,"Sun J, Ma Y, Du Z, Wang Z, Guo C, Luo Y, Chen L, Gao D, Li X, Xu K, Hong Y, Xu F, Yu X, Xiao X, Fang J, Hou X.",Front Psychiatry. 2022 Jul 1;13:923783. doi: 10.3389/fpsyt.2022.923783. eCollection 2022.,Sun J,Front Psychiatry,2022,2022/07/18,PMC9284008,,10.3389/fpsyt.2022.923783,IL,1,44,44,,,,0,0,,seed-based,
35907201,Concordance of functional MRI memory task and resting-state functional MRI connectivity used in surgical planning for pediatric temporal lobe epilepsy,"Tran DK, Poliakov AV, Friedman SD, Goldstein HE, Shurtleff HA, Bowen K, Patrick KE, Warner M, Novotny EJ, Ojemann JG, Hauptman JS.",J Neurosurg Pediatr. 2022 Jul 29:1-6. doi: 10.3171/2022.6.PEDS221. Online ahead of print.,Tran DK,J Neurosurg Pediatr,2022,2022/07/30,,,10.3171/2022.6.PEDS221,IL,0,,,,,,,,,method,
35511160,Disorganization of language and working memory systems in frontal versus temporal lobe epilepsy,"Caciagli L, Paquola C, He X, Vollmar C, Centeno M, Wandschneider B, Braun U, Trimmel K, Vos SB, Sidhu MK, Thompson PJ, Baxendale S, Winston GP, Duncan JS, Bassett DS, Koepp MJ, Bernhardt BC.",Brain. 2022 May 2:awac150. doi: 10.1093/brain/awac150. Online ahead of print.,Caciagli L,Brain,2022,2022/05/05,,,10.1093/brain/awac150,IL,1,64,56,52,,,0,0,,,
